Thn;bln;tgl;temp_min;temp_max;temp_rata-rata;lembab_rata-rata;ch;cahaya_jam
2023;11;19;24.6;35.4;30.1;73;8.6;4.4
2023;11;20;23.6;35.4;31.5;67;15.5;6.2
2023;11;21;24.4;35.2;31.9;61;0;6.9
2023;11;22;23.4;35.8;32.3;62;0;8.3
2023;11;23;25;30;31.6;69;1.7;7.4
2023;11;24;24.8;33.4;28.9;78;8888;6.4
2023;11;25;23.8;34.8;29.7;75;4.5;2.4
2023;11;26;24.2;33.2;29.4;78;8888;3.8
2023;11;27;24;35.6;30.4;71;1;1.3
2023;11;28;24.5;34.8;28.3;79;0;5.6
2023;11;29;22.2;35;31.4;67;34;3.5
2023;11;30;24.4;36.8;28.7;80;0;8.1
2023;12;1;23.2;35.4;31.5;70;18.3;3.7
2023;12;2;24.4;34.5;30.3;74;0;7.2
2023;12;3;24.4;35;31.5;69;0.2;5.9
2023;12;4;24.2;36.2;29;80;0;7.7
2023;12;5;23.6;36.7;29.5;78;15.1;4.8
2023;12;6;24.2;33;29.7;78;15.2;3.3
2023;12;7;24.7;33.6;28.8;82;0;2.2
2023;12;8;24.7;35.6;29.2;78;1;1.6
2023;12;9;24;34.8;27.5;85;1.5;4.5
2023;12;10;23.4;;27.9;85;28.8;2.3
2023;12;11;23.6;24.8;31.1;70;25.6;2.1
2023;12;12;24.8;34.4;30.3;76;0;6
2023;12;13;25.2;33.4;29.6;80;0.8;4.1
2023;12;14;25;35;30.3;76;0;1.2
2023;12;15;24.5;34.4;30.3;74;0.8;3.3
2023;12;16;24.2;33.2;29.9;77;0;5.7
2023;12;17;24.8;35;30.6;72;7.3;0.4
2023;12;18;24;33.6;29.9;77;25.4;6.2
2023;12;19;23.4;34.4;31;71;1.3;6.1
2023;12;20;24.8;35.3;31.8;62;0;3.6
